step,epoch,batch,loss,cls_loss,ra_loss,weighted_ra_loss,ra_loss_weight,lr
20,1,20,1.3456780910491943,0.8655824661254883,48.009559631347656,0.48009559512138367,0.01,0.0001
40,1,40,1.1439387798309326,0.6563706398010254,48.75681686401367,0.4875681698322296,0.01,0.0001
60,1,60,1.2521700859069824,0.7700868844985962,48.20832824707031,0.482083261013031,0.01,0.0001
80,1,80,1.190284013748169,0.715479850769043,47.48042297363281,0.47480422258377075,0.01,0.0001
100,1,100,1.0839848518371582,0.624512255191803,45.94725799560547,0.45947256684303284,0.01,0.0001
120,1,120,1.0673483610153198,0.6153215765953064,45.20268249511719,0.4520268142223358,0.01,0.0001
140,1,140,1.422781229019165,0.9483063220977783,47.447486877441406,0.47447484731674194,0.01,0.0001
160,1,160,1.1577670574188232,0.7015219926834106,45.62450408935547,0.4562450349330902,0.01,0.0001
180,1,180,1.2479021549224854,0.7933406829833984,45.456153869628906,0.4545615315437317,0.01,0.0001
200,1,200,1.0971894264221191,0.6343912482261658,46.279815673828125,0.462798148393631,0.01,0.0001
220,1,220,1.175161600112915,0.7225266695022583,45.26349639892578,0.4526349604129791,0.01,0.0001
240,1,240,1.0870742797851562,0.641494870185852,44.557945251464844,0.4455794394016266,0.01,0.0001
260,1,260,1.228102207183838,0.8034091591835022,42.46930694580078,0.4246930480003357,0.01,0.0001
280,1,280,1.0074135065078735,0.59731125831604,41.010223388671875,0.4101022183895111,0.01,0.0001
300,1,300,1.0975985527038574,0.6861792802810669,41.14192199707031,0.41141921281814575,0.01,0.0001
320,1,320,0.954505443572998,0.5567370653152466,39.77684020996094,0.39776840806007385,0.01,0.0001
340,1,340,1.161360740661621,0.7556951642036438,40.566558837890625,0.4056655764579773,0.01,0.0001
360,1,360,1.1007049083709717,0.6984564065933228,40.22484588623047,0.40224844217300415,0.01,0.0001
380,1,380,1.0830442905426025,0.6856692433357239,39.73749923706055,0.3973749876022339,0.01,0.0001
400,1,400,0.9680395722389221,0.5874549746513367,38.0584602355957,0.38058459758758545,0.01,0.0001
420,1,420,1.0120705366134644,0.6297427415847778,38.23278045654297,0.3823277950286865,0.01,0.0001
440,1,440,0.9807578325271606,0.6037057638168335,37.7052116394043,0.37705209851264954,0.01,0.0001
460,1,460,1.0864462852478027,0.7076787948608398,37.876747131347656,0.3787674605846405,0.01,0.0001
480,1,480,0.9932260513305664,0.6180292367935181,37.519683837890625,0.3751968443393707,0.01,0.0001
500,1,500,1.0223922729492188,0.655393123626709,36.69990921020508,0.366999089717865,0.01,0.0001
520,1,520,0.9228959083557129,0.5405081510543823,38.23877716064453,0.38238775730133057,0.01,0.0001
540,1,540,1.1293160915374756,0.7342467308044434,39.50694274902344,0.395069420337677,0.01,0.0001
560,1,560,1.0454752445220947,0.6510152816772461,39.44599533081055,0.39445993304252625,0.01,0.0001
580,1,580,0.9908145666122437,0.6209683418273926,36.984622955322266,0.3698462247848511,0.01,0.0001
600,1,600,1.020029902458191,0.6561211347579956,36.39087677001953,0.3639087677001953,0.01,0.0001
620,1,620,0.825648844242096,0.4632386565208435,36.24102020263672,0.36241018772125244,0.01,0.0001
640,1,640,0.9230874180793762,0.5523884296417236,37.06990051269531,0.3706989884376526,0.01,0.0001
660,1,660,1.0014771223068237,0.6041786074638367,39.729854583740234,0.39729854464530945,0.01,0.0001
680,1,680,1.058655858039856,0.5865349769592285,47.212093353271484,0.47212091088294983,0.01,0.0001
700,1,700,1.1871572732925415,0.8147030472755432,37.24542236328125,0.3724542260169983,0.01,0.0001
720,1,720,0.9616879224777222,0.5654526948928833,39.62351989746094,0.3962351977825165,0.01,0.0001
740,1,740,1.1261085271835327,0.7383171319961548,38.779144287109375,0.3877914249897003,0.01,0.0001
760,1,760,1.043149709701538,0.6747838854789734,36.83658981323242,0.3683658838272095,0.01,0.0001
780,1,780,1.1637483835220337,0.8012002110481262,36.25481414794922,0.3625481426715851,0.01,0.0001
800,1,800,0.9310240745544434,0.5654706954956055,36.55533981323242,0.3655533790588379,0.01,0.0001
820,1,820,0.9504964351654053,0.5807071924209595,36.97892761230469,0.3697892725467682,0.01,0.0001
840,1,840,0.9903013110160828,0.6114233732223511,37.887794494628906,0.3788779377937317,0.01,0.0001
860,1,860,1.2309484481811523,0.8732388615608215,35.770957946777344,0.3577095568180084,0.01,0.0001
880,1,880,0.933425784111023,0.5306040048599243,40.28217697143555,0.40282174944877625,0.01,0.0001
900,1,900,0.8970836400985718,0.4470296800136566,45.00539779663086,0.45005396008491516,0.01,0.0001
920,1,920,0.9185211658477783,0.5538047552108765,36.47164535522461,0.36471644043922424,0.01,0.0001
940,1,940,0.9612438082695007,0.6023251414299011,35.891868591308594,0.3589186668395996,0.01,0.0001
960,1,960,0.8843811750411987,0.524247407913208,36.01338195800781,0.3601337969303131,0.01,0.0001
980,1,980,1.078697681427002,0.7208194732666016,35.78782653808594,0.35787826776504517,0.01,0.0001
1000,1,1000,1.000640630722046,0.5722944736480713,42.834617614746094,0.4283461570739746,0.01,0.0001
1020,1,1020,0.9698964953422546,0.5951787829399109,37.471771240234375,0.37471771240234375,0.01,0.0001
1040,1,1040,0.8089203238487244,0.43939393758773804,36.952640533447266,0.36952638626098633,0.01,0.0001
1060,1,1060,1.0499523878097534,0.6627603769302368,38.71920394897461,0.387192040681839,0.01,0.0001
1080,1,1080,0.8921507596969604,0.5335129499435425,35.86378479003906,0.35863783955574036,0.01,0.0001
1100,1,1100,1.0252563953399658,0.6646692752838135,36.05870819091797,0.36058706045150757,0.01,0.0001
